C1ch_mean,C1dc_mean,OCVch_mean,OCVdc_mean,clusters
-3.1842986021553186,0.0,3.5146761390901777,0.0,1
-3.1635452695280972,0.0,3.160800252134018,0.0,1
-3.179502895478738,0.0,2.5002319298158544,0.0,2
-3.212230953075927,0.0,3.5146846222709653,0.0,1
-3.1787115196881897,0.0,3.3259479881674205,0.0,1
-3.1906831832431015,0.0,2.5002347575427875,0.0,2
-3.184297071447792,0.0,3.5854541442083243,0.0,1
0.30929334958952487,0.0,-0.3161490650763111,0.0,0
0.31360688339565396,0.0,-0.32239842809194313,0.0,0
0.3112113261186505,0.0,-0.31806884172225947,0.0,0
0.31185116186420014,0.0,-0.32095715433373545,0.0,0
0.31185116186420014,0.0,-0.32143853976898334,0.0,0
0.31328849623040406,0.0,-0.31951299802799743,0.0,0
0.3100939096252229,0.0,-0.32239842809194313,0.0,0
0.3102515725003244,0.0,-0.32143853976898334,0.0,0
0.3116889068665253,0.0,-0.3185531097050204,0.0,0
0.3116889068665253,0.0,-0.31806884172225947,0.0,0
0.31296857835763076,0.0,-0.3190344951402568,0.0,0
0.31280938477500275,0.0,-0.3118165961590913,0.0,0
0.3110521325360286,0.0,-0.31422352333532516,0.0,0
0.31344768981303206,0.0,-0.31710895339928236,0.0,0
0.3108929389534006,0.0,-0.3190344951402568,0.0,0
0.31280938477500275,0.0,-0.3156676796410631,0.0,0
0.3096132674623012,0.0,-0.31806884172225947,0.0,0
0.3115312439914299,0.0,-0.3132607524648293,0.0,0
0.31280938477500275,0.0,-0.3185531097050204,0.0,0
0.31328849623040406,0.0,-0.3199943834632454,0.0,0
0.3137676076858023,0.0,-0.3185531097050204,0.0,0
0.3116889068665253,0.0,-0.32095715433373545,0.0,0
0.31200882473930164,0.0,-0.3219199252042313,0.0,0
0.31360688339565396,0.0,-0.3161490650763111,0.0,0
0.3113720504087958,0.0,-0.3147049087705673,0.0,0
0.31552332921725307,0.0,-0.30652423891890024,0.0,0
0.3137676076858023,0.0,-0.3094125515303762,0.0,0
0.3137676076858023,0.0,-0.3094125515303762,0.0,0
0.3144059127238255,0.0,-0.31277936702958137,0.0,0
0.3139268012684303,0.0,-0.3156676796410631,0.0,0
0.3139268012684303,0.0,-0.3132607524648293,0.0,0
0.31264866048485135,0.0,-0.31422352333532516,0.0,0
0.31504421776185787,0.0,-0.3060457360311826,0.0,0
0.31328849623040406,0.0,-0.3074898923369091,0.0,0
0.3139268012684303,0.0,-0.31806884172225947,0.0,0
0.31488502417922987,0.0,-0.31422352333532516,0.0,0
0.31552332921725307,0.0,-0.3147049087705673,0.0,0
0.3147258305966049,0.0,-0.3108538252886012,0.0,0
0.31552332921725307,0.0,-0.3070085069016612,0.0,0
0.3144059127238255,0.0,-0.3156676796410631,0.0,0
0.31328849623040406,0.0,-0.305082965160681,0.0,0
0.31360688339565396,0.0,-0.30844978065988615,0.0,0
0.31552332921725307,0.0,-0.30652423891890024,0.0,0
0.31344768981303206,0.0,-0.3147049087705673,0.0,0
0.3145651063064535,0.0,-0.3098939369656242,0.0,0
0.31488502417922987,0.0,-0.3132607524648293,0.0,0
0.3139268012684303,0.0,-0.3108538252886012,0.0,0
0.31296857835763076,0.0,-0.31229798159433925,0.0,0
0.31648155212805873,0.0,-0.30652423891890024,0.0,0
0.3166438071257336,0.0,-0.30123476422623946,0.0,0
0.31552332921725307,0.0,-0.30796839522463826,0.0,0
0.3158432470900325,0.0,-0.30364169140245606,0.0,0
0.3115312439914299,0.0,-0.31037532240087207,0.0,0
0.3169606635834601,0.0,-0.3094125515303762,0.0,0
0.3168014700008321,0.0,-0.30171614966147015,0.0,0
0.3171213878736115,0.0,-0.30171614966147015,0.0,0
0.31616316496280583,0.0,-0.30364169140245606,0.0,0
0.31632388925296334,0.0,-0.29979060792048423,0.0,0
0.31536413563463117,0.0,-0.3074898923369091,0.0,0
0.31536413563463117,0.0,-0.3074898923369091,0.0,0
0.3169606635834601,0.0,-0.2959452895335499,0.0,0
0.31552332921725307,0.0,-0.3070085069016612,0.0,0
0.31808114149193445,0.0,-0.3002748759032509,0.0,0
0.31568405350740447,0.0,-0.30364169140245606,0.0,0
0.31616316496280583,0.0,-0.30412307683770395,0.0,0
0.31568405350740447,0.0,-0.3074898923369091,0.0,0
0.31488502417922987,0.0,-0.30219753509671804,0.0,0
0.31616316496280583,0.0,-0.3002748759032509,0.0,0
0.31504421776185787,0.0,-0.30652423891890024,0.0,0
0.31600397138018393,0.0,-0.3031603059672139,0.0,0
0.3169606635834601,0.0,-0.2959452895335499,0.0,0
